time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-25 00:00:00+00:00,22,8,0,0
2026-01-26 00:00:00+00:00,11,5,0,0
2026-01-27 00:00:00+00:00,11,5,0,0
2026-01-28 00:00:00+00:00,5,3,2,2
2026-01-29 00:00:00+00:00,19,9,1,1
2026-01-30 00:00:00+00:00,8,6,0,0
2026-01-31 00:00:00+00:00,16,6,0,0
2026-02-01 00:00:00+00:00,11,5,2,1
2026-02-02 00:00:00+00:00,14,8,0,0
2026-02-03 00:00:00+00:00,5,3,0,0
2026-02-04 00:00:00+00:00,19,9,0,0
2026-02-05 00:00:00+00:00,19,9,0,0
2026-02-06 00:00:00+00:00,5,3,0,0
2026-02-07 00:00:00+00:00,20,10,0,0
