time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-01 00:00:00+00:00,10,3,0,0
2026-06-02 00:00:00+00:00,16,5,0,0
2026-06-03 00:00:00+00:00,1,1,1,1
2026-06-04 00:00:00+00:00,12,5,2,1
2026-06-05 00:00:00+00:00,8,2,0,0
2026-06-06 00:00:00+00:00,12,5,0,0
2026-06-07 00:00:00+00:00,20,9,7,1
2026-06-08 00:00:00+00:00,30,11,1,1
2026-06-09 00:00:00+00:00,16,5,0,0
2026-06-10 00:00:00+00:00,21,8,0,0
2026-06-11 00:00:00+00:00,13,6,0,0
2026-06-12 00:00:00+00:00,17,5,0,0
2026-06-13 00:00:00+00:00,22,8,0,0
2026-06-14 00:00:00+00:00,24,8,1,1
