time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-25 00:00:00+00:00,39,15,0,0
2026-04-26 00:00:00+00:00,17,6,1,1
2026-04-27 00:00:00+00:00,11,4,0,0
2026-04-28 00:00:00+00:00,38,9,0,0
2026-04-29 00:00:00+00:00,24,10,0,0
2026-04-30 00:00:00+00:00,7,5,0,0
2026-05-01 00:00:00+00:00,28,7,1,1
2026-05-02 00:00:00+00:00,24,8,1,1
2026-05-03 00:00:00+00:00,14,7,0,0
2026-05-04 00:00:00+00:00,18,6,0,0
2026-05-05 00:00:00+00:00,44,11,0,0
2026-05-06 00:00:00+00:00,18,7,0,0
2026-05-07 00:00:00+00:00,13,6,0,0
2026-05-08 00:00:00+00:00,12,5,1,1
